date,open,high,low,close,volume,return_1d,rsi_14,volatility_7d,sma_20,sma_50,ema_12,ema_26
2022-01-01,28251.12313195553,28331.254896717906,27925.115478535507,28004.547854745524,1148288402.3420045,,,,,,28004.547854745524,28004.547854745524
2022-01-02,27076.18325291858,27704.79496829728,26590.449964199015,27216.543683125496,788215931.1502299,-0.02813843578933184,,,,,27883.316443727057,27946.17717536626
2022-01-03,27436.52732048762,27798.650496786817,27319.921396844384,27681.005534651566,1017198447.052392,0.017065423770691313,,,,,27852.191688484672,27926.534831609617
2022-01-04,26425.971325579532,26717.317378664404,26312.152581222417,26602.73728934883,604061537.6385199,-0.038953362584785545,,,,,27659.967934771463,27828.475754405117
2022-01-05,26053.268857546806,26347.823849186454,25879.99744583031,26173.751150800214,926355603.7812064,-0.016125639022882443,,,,,27431.319198775884,27705.903561545496
2022-01-06,27214.190542119526,27394.72584862625,27029.153685647398,27209.65893004466,747881843.7505046,0.03957811676576495,,,,,27397.217618971077,27669.14469995284
2022-01-07,26664.017072152197,27263.293209124648,25883.91104795657,26479.02957459505,1591261076.134216,-0.02685183806706437,,,,,27255.957919836306,27580.988024000413
2022-01-08,25744.19471264553,26009.425322701973,25718.803888616632,25983.798184053518,1724118714.8136911,-0.01870277719757052,,0.028149676999315927,,,27060.241037408185,27462.67766548583
2022-01-09,25813.151818140064,26684.66165703491,25175.107758502327,26040.986039025596,807136197.1219214,0.0022009043699844355,,0.02726792790964373,,,26903.432576118554,27357.367174636925
2022-01-10,25514.768641432434,25918.222392729145,25104.127336647856,25507.46560831198,1493238717.9591641,-0.02048772000853083,,0.025625244802043052,,,26688.668427225235,27220.337428983225
2022-01-11,25578.253342255928,25744.316736167824,25475.8317370716,25641.641310000534,1442666595.1530802,0.0052602521845537265,,0.02299728306890026,,,26527.587332267587,27103.39697572525
2022-01-12,25225.56845782024,25677.157640855556,24873.496398001353,25323.71574402868,1460639810.9479554,-0.012398799364214619,,0.022738973193541866,,,26342.376318692368,26971.56873634032
2022-01-13,24954.782860575942,24978.094731298243,24774.10223231564,24797.26695728256,1417448845.3353539,-0.020788765442932844,,0.012287576554964359,,,26104.667186167782,26810.509345299004
2022-01-14,24222.605391157926,24661.840660593632,24018.91832509511,24456.189394579254,687893218.9787334,-0.013754643335931793,24.405307804119914,0.010746896913745446,,,25851.055218231086,26636.115274875316
2022-01-15,24857.537717719795,25495.54029830019,24072.60760716998,24706.7397524696,963041569.0034888,0.010244864964362721,27.04235706366866,0.012774335039182556,,,25675.00668503701,26493.19856951193
2022-01-16,25015.81766723869,25085.48921235882,24788.353329300666,24857.5841783858,1156627376.565705,0.006105395832370908,31.979512181349165,0.013321825924966724,,,25549.24937632144,26372.041947947033
2022-01-17,26645.00673144122,27034.19100314117,26318.220827924368,26706.649091026724,626119508.9112328,0.07438634822159118,43.85637614151369,0.03197540671950236,,,25727.310870891484,26396.82766224923
2022-01-18,26097.762326507407,26395.88099512068,25917.392974196064,26214.70342827658,1471169003.1721737,-0.01842034397776371,47.357975921861964,0.033411541569720905,,,25802.294341258425,26383.336978251256
2022-01-19,26565.007869417794,26844.505321949855,26166.060106094228,26444.287427019906,1559205809.3093045,0.008757833151592509,51.893426124604574,0.032669131432679244,,,25901.06250829865,26387.851826308193
2022-01-20,25276.25441869191,26259.185530804956,24542.40449411751,25518.30802155516,937573759.1876312,-0.03501623585132463,37.977600686231554,0.03501862952188924,26078.33045766636,,25842.177202645806,26323.441174104264
2022-01-21,25092.13330129307,25336.02823940276,24689.642557540985,24931.98081732056,946742587.5980473,-0.02297672728690836,38.773008268272676,0.03598502433822955,25924.702105795113,,25702.146989518846,26220.37003656473
2022-01-22,24874.668545187033,25137.129732176592,24700.229762009894,24962.077972224994,1457524071.3787515,0.0012071706265521787,42.0485345934538,0.03585610913142656,25811.978820250086,,25588.290217627484,26127.16321698401
2022-01-23,24017.872792116956,24701.851332047274,23315.54425567303,23998.984908369977,1197937532.182687,-0.03858224723625325,36.072138743995005,0.03885721490274224,25627.87778893601,,25343.781708510945,25969.520379308895
2022-01-24,24327.59868824313,24956.179621430703,23787.741801475633,24414.39659118072,1074504586.9572542,0.017309552233014003,42.422425271117326,0.021834457512927417,25518.460754027605,,25200.799382767833,25854.326024632734
2022-01-25,24614.678741021995,24756.080656240556,24284.988413508945,24425.302434274246,1050836637.6612319,0.00044669722033874315,41.421251118598946,0.022148614846436366,25431.038318201307,,25081.492159922665,25748.47242534692
2022-01-26,23065.20604359841,23113.924188080015,22960.865039002514,23009.465448643452,973662105.7452006,-0.0579659960993586,35.866599020203054,0.026702326700205194,25221.028644131242,,24762.718819725862,25545.583019665184
2022-01-27,22376.58379006022,22603.177314933906,22148.936534402317,22375.519279651733,1718587607.899175,-0.027551538318292157,35.40177424791308,0.02611587029363552,25015.85312938408,,24395.45735202215,25310.76348336789
2022-01-28,21828.26325311375,22173.1668458174,21596.514141677202,21940.229002024073,893332796.3420771,-0.019453862598107996,35.0041885868571,0.02604461538378874,24813.674670282606,,24017.729913560906,25061.094262527604
2022-01-29,22612.65201854014,22997.770202100717,22085.046307831148,22467.69572728848,728537941.1605419,0.02404107656377441,37.08113675857188,0.029957713041751387,24635.010154695752,,23779.263115672842,24868.990667324706
2022-01-30,22446.46662258565,23158.76704477753,21884.72215936829,22593.346764433718,1211431707.6976783,0.005592519974917831,36.89768429461395,0.028673461513332978,24489.304212501836,,23596.814446251436,24700.424452295745
2022-01-31,23614.079372527583,24084.806260350397,22998.126471272713,23465.89951784115,1461406190.7974896,0.03861989826053569,28.857565385207252,0.03268689736948789,24380.517122893867,,23576.67368803447,24608.978160854665
2022-02-01,26012.98177402461,27034.75365906962,24891.231899721457,25908.916159597415,621194258.3405215,0.10410922623694163,48.409868882593905,0.052896558266023026,24409.777143672305,,23935.480222121078,24705.26986446524
2022-02-02,25196.89204115393,25724.151910952594,24662.76087020344,25189.873880846462,1196949911.8381755,-0.027752696188512616,43.792869544202425,0.047410050883968796,24429.4074898505,,24128.463861924985,24741.16645827126
2022-02-03,25528.85719154231,26260.176827497246,24629.894602896333,25356.27017604432,1225873196.7754629,0.006605681949220843,49.13302699831165,0.044067387860804455,24474.411528923756,,24317.357141020268,24786.72969662482
2022-02-04,25795.97398225922,26277.695973327634,25203.8683321557,25683.48975805512,1146113140.4863255,0.012904878349180304,54.13556581997837,0.04097137653151344,24523.249029203027,,24527.53138979486,24853.156367841882
2022-02-05,25992.26311657094,26350.42924749587,25572.82327062776,25930.133269602826,1137757807.970334,0.0096031930968552,55.20321485098796,0.04129852013927321,24576.87648376388,,24743.316294380704,24932.93243463899
2022-02-06,26465.337625861976,27571.192792809758,25195.537381734008,26294.24336844954,833156803.5506725,0.01404196789352996,63.185851257234724,0.04088144435387532,24556.256197635023,,24981.920459622062,25033.77028158792
2022-02-07,25932.791431950172,26003.065719723672,25754.84666921435,25824.82839204144,1468897756.002207,-0.01785238578005066,58.05271424462934,0.04272163807422202,24536.762445823268,,25111.598603071197,25092.36717865855
2022-02-08,25493.55675278013,25644.965315194455,25417.24984134979,25568.434281527676,949063583.2048025,-0.009928201907927425,56.348629365051146,0.01665919076884735,24492.969788548653,,25181.88101514142,25127.63140850071
2022-02-09,26814.693832044086,27863.68196235304,25586.79572813426,26628.499973387872,1182478417.424192,0.04145993767893952,70.92602389815474,0.01903641966360037,24548.47938614029,,25404.43777794857,25238.806857751613
